ev_id,rec_stat,approval_date,lchg_userid,lchg_date
20170301X93327,B,2017-06-07,,2020-09-25 13:53:54
20170301X95555,B,2017-05-15,,2020-09-25 13:53:54
20170301X00432,B,2017-06-07,,2020-09-25 13:53:04
20170302X20302,B,2018-01-25,,2020-09-25 13:52:00
20170302X33223,B,2017-04-10,,2020-09-25 13:53:54
20170302X64943,B,2017-06-07,,2020-09-25 13:54:41
20170303X52046,B,2020-06-08,,2020-09-25 13:52:00
20170304X15812,B,2019-02-26,,2020-09-25 13:54:41
20170304X55438,B,2018-05-09,,2020-09-25 13:53:04
20170305X82212,B,2021-05-20,byre,2021-05-20 18:00:11
20170306X90517,F,2017-03-08,,2020-09-25 13:55:40
20170306X05343,B,2017-05-15,,2020-09-25 13:52:00
20170306X21055,B,2017-05-15,,2020-09-25 13:53:54
20170306X21712,B,2018-04-09,,2020-09-25 13:50:40
20170306X22248,B,2017-09-22,,2020-09-25 13:54:41
20170306X30953,B,2017-05-15,,2020-09-25 13:53:04
20170306X34644,F,2017-04-10,,2020-09-25 13:55:40
20170302X21331,B,2019-11-06,,2020-09-25 13:53:54
20170306X55606,B,2017-07-20,,2020-09-25 13:54:41
20170306X60913,B,2019-02-26,,2020-09-25 13:52:00
20170307X94532,B,2018-11-06,,2020-09-25 13:50:40
20170307X02808,B,2017-05-15,,2020-09-25 13:50:40
20170307X03418,B,2020-08-10,,2020-09-25 13:52:00
20170307X14358,B,2017-09-22,,2020-09-25 13:53:54
20170307X30331,F,2020-04-15,,2020-09-25 13:55:40
20170306X60222,B,2017-06-07,,2020-09-25 13:53:54
20170307X70706,B,2020-04-13,,2020-09-25 13:50:40
20170306X32312,B,2017-07-20,,2020-09-25 13:54:41
20170308X22148,B,2018-03-14,,2020-09-25 13:52:00
20170308X31846,B,2018-07-05,,2020-09-25 13:50:40
20170302X20111,B,2019-04-04,,2020-09-25 13:53:54
20170221X44737,B,2017-05-15,,2020-09-25 13:53:54
20170308X71845,B,2018-04-17,,2020-09-25 13:53:54
20170308X73155,B,2019-05-06,broda,2021-06-15 16:38:06
20170308X91038,F,2017-03-21,,2020-09-25 13:55:40
20170309X11947,B,2020-08-03,,2020-09-25 13:50:40
20170308X94158,B,2020-12-03,hopj,2020-12-03 19:00:15
20170309X53851,B,2017-06-07,,2020-09-25 13:53:54
20170309X64014,F,2020-06-09,,2020-09-25 13:55:40
20170224X82029,B,2017-09-22,,2020-09-25 13:53:54
20170308X60632,B,2018-01-25,,2020-09-25 13:53:54
20170310X32632,F,2017-03-17,,2020-09-25 13:55:40
20170310X41139,F,2017-05-08,,2021-05-26 12:03:36
20170308X02940,B,2017-06-07,,2020-09-25 13:54:41
20170311X85300,B,2018-11-06,,2020-09-25 13:52:00
20170312X72425,B,2019-03-18,,2020-09-25 13:50:40
20170313X22258,B,2020-02-11,,2020-09-25 13:53:04
20170309X43126,B,2017-09-22,,2020-09-25 13:53:54
20170310X82024,B,2017-06-07,,2020-09-25 13:53:54
20170313X43118,F,2020-03-26,,2020-09-25 13:55:40
20170313X61441,F,2017-03-15,,2020-09-25 13:55:40
20170313X72934,B,2017-05-15,,2020-09-25 13:53:54
20170313X80726,B,2017-09-22,,2020-09-25 13:54:41
20170314X91011,B,2017-06-07,,2020-09-25 13:53:54
20170313X32343,B,2017-09-07,gibs-i,2023-06-27 14:07:34
20170226X53533,B,2020-08-10,,2020-09-25 13:53:54
20170314X61104,B,2017-07-26,,2020-09-25 13:52:00
20170314X64829,B,2017-05-15,,2020-09-25 13:53:04
20170314X72543,B,2019-03-18,,2020-09-25 13:52:00
20170314X80958,B,2017-05-15,,2020-09-25 13:53:54
20170315X62526,F,2017-03-16,,2020-09-25 13:55:40
20170316X90652,F,2017-03-16,,2020-09-25 13:55:40
20170316X00729,F,2017-03-16,,2020-09-25 13:55:40
20170316X84435,B,2017-09-22,,2020-09-25 13:53:54
20170316X31852,F,2017-03-20,,2020-09-25 13:55:40
20170317X82510,B,2018-11-13,,2020-09-25 13:52:00
20170317X92137,B,2018-03-09,,2020-09-25 13:54:41
20170317X94822,F,2017-03-17,,2020-09-25 13:55:40
20170317X71944,F,2017-04-03,,2020-09-25 13:55:40
20170320X02920,B,2017-11-14,,2020-09-25 13:53:54
20170320X15836,B,2019-05-29,,2020-09-25 13:53:04
20170320X23451,B,2017-10-17,broda,2021-01-14 13:57:37
20170320X31039,B,2017-06-07,,2020-09-25 13:53:54
20170320X33640,B,2017-07-05,,2020-09-25 13:54:41
20170320X74630,B,2018-04-10,,2020-09-25 13:53:04
20170320X83747,B,2017-09-07,,2020-09-25 13:53:04
20170320X00003,B,2018-11-06,,2020-09-25 13:52:00
20170321X82315,F,2018-06-08,,2020-09-25 13:55:40
20170313X31543,B,2017-06-07,,2020-09-25 13:53:54
20170322X15507,B,2018-10-01,,2020-09-25 13:50:40
20170322X15909,B,2018-11-15,,2020-09-25 13:50:40
20170322X20012,B,2017-05-15,,2020-09-25 13:53:54
20170322X31256,B,2017-06-20,,2020-09-25 13:53:54
20170322X54220,B,2017-10-31,,2020-09-25 13:53:54
20170321X21045,B,2021-06-01,coln,2021-06-01 18:00:00
20170323X20929,F,2017-03-31,,2020-09-25 13:55:40
20170323X32741,B,2018-11-15,,2020-09-25 13:52:00
20170323X35223,B,2017-06-07,,2020-09-25 13:53:54
20170323X53116,B,2017-10-31,,2020-09-25 13:53:54
20170323X64259,F,2017-03-28,,2020-09-25 13:55:40
20170324X45514,F,2017-03-27,,2020-09-25 13:55:40
20170324X00400,B,2018-10-01,,2020-09-25 13:50:40
20170324X05532,B,2019-09-10,,2020-09-25 13:53:54
20170325X73114,B,2019-11-06,,2020-09-25 13:53:04
20170327X44109,B,2017-06-20,,2020-09-25 13:54:41
20170327X52824,B,2017-06-07,,2020-09-25 13:53:54
20170327X60749,B,2017-05-15,,2020-09-25 13:53:54
20170324X50850,B,2017-09-07,,2020-09-25 13:53:54
20170323X90917,B,2017-10-17,,2020-09-25 13:54:41
20170328X92656,B,2018-10-01,,2020-09-25 13:52:00
20170326X55937,B,2017-09-22,,2020-09-25 13:53:54
20170328X20623,F,2017-06-13,,2020-09-25 13:55:40
20170328X23328,B,2017-06-07,,2020-09-25 13:54:41
20170328X31143,B,2019-07-08,,2020-09-25 13:53:54
20170328X53238,B,2018-07-16,,2020-09-25 13:53:54
20170328X60448,B,2017-06-07,,2020-09-25 13:52:00
20170326X54753,B,2017-10-31,,2020-09-25 13:53:54
20170328X25518,F,2017-06-13,,2020-09-25 13:55:40
20170329X95527,F,2017-04-10,,2020-09-25 13:55:40
20170328X00439,B,2017-06-07,,2020-09-25 13:54:41
20170329X43527,F,2017-04-03,,2020-09-25 13:55:40
20170329X51450,B,2017-06-07,,2020-09-25 13:53:54
20170328X61720,B,2017-10-31,,2020-09-25 13:53:54
20170330X84451,F,2020-04-15,,2020-09-25 13:55:40
20170330X00553,F,2017-04-10,,2020-09-25 13:55:40
20170330X01440,F,2018-03-21,,2020-09-25 13:55:40
20170330X62220,F,2017-06-22,,2020-09-25 13:55:40
20170331X95128,B,2020-06-08,,2020-09-25 13:53:54
20170330X15034,B,2019-11-06,,2020-09-25 13:53:54
20170331X25420,F,2017-04-17,,2020-09-25 13:55:40
20170331X33432,B,2017-12-15,,2020-09-25 13:53:54
20170401X94926,B,2019-09-10,,2020-09-25 13:53:54
20170401X82718,B,2017-12-14,,2020-09-25 13:52:00
20170402X04118,B,2018-01-09,,2020-09-25 13:53:04
20170403X05402,B,2018-03-19,,2020-09-25 13:50:40
20170403X04525,B,2017-06-07,,2020-09-25 13:53:54
20170403X20541,B,2017-06-20,,2020-09-25 13:53:04
20170403X34858,F,2017-04-10,,2020-09-25 13:55:40
20170404X81707,B,2017-06-20,,2020-09-25 13:53:54
20170404X04612,B,2019-12-16,,2020-09-25 13:53:04
20170403X22521,B,2020-08-10,,2020-09-25 13:52:00
20170404X35012,B,2018-01-25,,2020-09-25 13:50:40
20170404X70045,B,2017-10-17,,2020-09-25 13:53:54
20170405X14746,F,2017-04-17,,2020-09-25 13:55:40
20170405X64616,B,2017-06-20,,2020-09-25 13:53:54
20170405X73547,B,2017-10-31,,2020-09-25 13:54:41
20170403X10905,B,2017-06-07,,2020-09-25 13:53:04
20170406X60037,F,2017-04-06,,2020-09-25 13:55:40
20170407X41612,B,2018-08-15,,2020-09-25 13:50:40
20170407X85555,B,2018-07-16,,2020-09-25 13:52:00
20170407X95634,F,2017-04-10,,2020-09-25 13:55:40
20170408X41518,B,2018-05-09,,2020-09-25 13:53:04
20170408X45617,B,2017-10-31,,2020-09-25 13:54:41
20170408X73024,B,2019-04-04,,2020-09-25 13:53:54
20170408X51906,B,2017-07-05,,2020-09-25 13:53:54
20170410X81848,B,2017-07-05,,2020-09-25 13:54:41
20170410X92111,B,2017-07-26,,2020-09-25 13:50:40
20170410X00359,B,2020-08-03,,2020-09-25 13:50:40
20170410X21525,B,2017-06-20,,2020-09-25 13:53:04
20170407X41449,B,2021-06-10,broda,2021-06-21 11:34:53
20170410X54254,B,2018-11-05,,2020-09-25 13:50:40
20170410X64605,B,2017-07-05,,2020-09-25 13:53:54
20170410X71808,B,2022-03-30,coln,2022-03-30 18:00:02
20170410X22503,B,2017-07-05,,2020-09-25 13:53:54
20170411X83030,B,2017-09-06,,2020-09-25 13:50:40
20170410X05935,B,2017-06-20,,2020-09-25 13:53:54
20170411X42210,B,2017-10-31,,2020-09-25 13:53:54
20170411X50232,B,2017-10-31,,2020-09-25 13:53:54
20170411X34631,B,2017-10-17,,2020-09-25 13:54:41
20170412X64143,B,2018-05-24,,2020-09-25 13:52:00
20170412X70158,B,2017-08-09,,2020-09-25 13:53:54
20170412X71451,B,2017-06-14,,2020-09-25 13:50:40
20170412X72340,B,2017-07-05,,2020-09-25 13:54:41
20170412X80135,B,2017-10-31,,2020-09-25 13:53:04
20170412X52110,B,2017-10-31,,2020-09-25 13:53:54
20170412X83735,B,2017-06-20,,2020-09-25 13:53:54
20170413X51732,B,2017-06-20,,2020-09-25 13:54:41
20170414X90203,F,2018-03-21,,2020-09-25 13:55:40
20170414X95022,F,2018-03-21,,2020-09-25 13:55:40
20170416X54153,B,2018-09-04,,2020-09-25 13:53:54
20170417X91628,B,2018-11-06,gibs-i,2023-06-21 14:50:53
20170417X95902,B,2020-08-03,,2020-09-25 13:50:40
20170417X01326,B,2017-09-06,,2020-09-25 13:52:00
20170417X91018,B,2017-10-31,,2020-09-25 13:54:41
20170418X83115,B,2017-07-05,,2020-09-25 13:53:54
20170418X92855,B,2018-11-06,,2020-09-25 13:50:40
20170413X40146,B,2020-05-28,,2020-09-25 13:52:00
20170417X83921,B,2017-06-20,,2020-09-25 13:53:04
20170418X31628,B,2020-08-03,,2020-09-25 13:50:40
20170415X15153,B,2017-06-20,,2020-09-25 13:53:54
20170418X01152,B,2018-05-09,,2020-09-25 13:53:54
20170419X83518,B,2020-06-08,,2020-09-25 13:53:54
20170415X13152,B,2017-09-07,,2020-09-25 13:53:04
20170419X01252,F,2017-04-19,,2020-09-25 13:55:40
20170419X04035,F,2017-04-19,,2020-09-25 13:55:40
20170419X10645,F,2017-04-19,,2020-09-25 13:55:40
20170419X24631,B,2017-10-31,,2020-09-25 13:54:41
20170419X40838,F,2017-05-01,,2020-09-25 13:55:40
20170419X50828,F,2017-04-19,,2020-09-25 13:55:40
20170418X44152,B,2017-11-14,,2020-09-25 13:54:41
20170420X90152,F,2017-04-20,,2020-09-25 13:55:40
20170420X93935,B,2017-10-17,,2020-09-25 13:53:54
20170420X64332,B,2017-07-20,,2020-09-25 13:53:54
20170419X25815,B,2018-10-10,,2020-09-25 13:52:00
20170420X82100,B,2018-11-06,,2020-09-25 13:52:00
20170420X70152,B,2019-04-04,,2020-09-25 13:53:54
20170421X03812,B,2022-03-04,broda,2022-03-04 19:00:07
20170421X00504,B,2017-09-07,,2020-09-25 13:54:41
20170421X02231,B,2019-06-25,,2020-09-25 13:54:41
20170421X84716,B,2020-04-20,,2020-09-25 13:53:04
20170422X03928,B,2019-04-04,,2020-09-25 13:53:54
20170423X05422,B,2019-02-26,,2020-09-25 13:52:00
20170424X93935,B,2017-10-31,,2020-09-25 13:54:41
20170410X84825,B,2017-06-20,,2020-09-25 13:53:54
20170424X30607,B,2017-06-20,,2020-09-25 13:53:54
20170424X40402,F,2020-03-26,,2020-09-25 13:55:40
20170424X51108,B,2020-04-13,,2020-09-25 13:52:00
20170424X90258,B,2019-07-23,,2020-09-25 13:53:04
20170424X60355,B,2018-11-05,,2020-09-25 13:52:00
20170424X62153,B,2018-01-25,,2020-09-25 13:50:40
20170424X93837,B,2019-11-06,,2020-09-25 13:54:41
20170425X05938,B,2017-07-26,,2020-09-25 13:52:00
20170425X30818,F,2020-04-15,,2020-09-25 13:55:40
20170425X32332,B,2017-07-05,,2020-09-25 13:53:54
20170425X32611,B,2018-07-05,,2020-09-25 13:50:40
20170425X60823,B,2018-07-16,,2020-09-25 13:50:40
20170426X35323,F,2017-05-08,,2020-09-25 13:55:40
20170426X40247,B,2020-09-22,,2020-09-25 13:53:04
20170427X20409,B,2017-10-31,,2020-09-25 13:54:41
20170427X25525,B,2017-10-31,,2020-09-25 13:53:04
20170427X51522,B,2017-06-20,,2020-09-25 13:53:54
20170427X54903,B,2017-11-14,,2020-09-25 13:53:04
20170427X55613,B,2018-03-05,,2020-09-25 13:53:54
20170427X94347,B,2018-08-15,,2020-09-25 13:52:00
20170428X63504,B,2018-11-06,,2020-09-25 13:52:00
20170428X70031,F,2017-06-13,,2020-09-25 13:55:40
20170429X35104,B,2018-09-04,broda,2024-07-03 15:43:46
20170430X03839,B,2018-10-10,,2020-09-25 13:50:40
20170501X81827,B,2019-04-08,,2020-09-25 13:50:40
20170501X02753,B,2020-04-13,,2020-09-25 13:52:00
20170501X05244,B,2017-11-14,,2020-09-25 13:54:41
20170429X10625,B,2017-07-20,,2020-09-25 13:53:54
20170501X34015,B,2018-07-05,,2020-09-25 13:52:00
20170501X11122,B,2018-11-06,,2020-09-25 13:50:40
20170501X45906,B,2017-06-20,,2020-09-25 13:54:41
20170501X52315,B,2017-07-20,,2020-09-25 13:53:54
20170501X61726,F,2017-05-02,,2020-09-25 13:55:40
20170502X90416,B,2017-07-20,,2020-09-25 13:53:54
20170502X01718,B,2017-11-14,,2020-09-25 13:53:54
20170502X12758,B,2020-04-13,,2020-09-25 13:52:00
20170430X54806,B,2020-04-13,,2020-09-25 13:54:41
20170502X41241,B,2017-07-20,,2020-09-25 13:53:54
20170502X65623,F,2017-06-13,,2020-09-25 13:55:40
20170502X82208,F,2017-05-04,,2020-09-25 13:55:40
20170502X93150,B,2018-11-15,,2020-09-25 13:50:40
20170429X10800,B,2017-07-05,,2020-09-25 13:53:54
20170502X01858,B,2018-11-15,,2020-09-25 13:52:00
20170503X35050,F,2020-04-15,,2020-09-25 13:55:40
20170503X55306,F,2017-05-09,,2020-09-25 13:55:40
20170503X65443,B,2018-11-05,,2020-09-25 13:50:40
20170503X85252,B,2021-02-02,hopj,2021-02-02 19:07:12
20170503X23550,B,2018-11-05,,2020-09-25 13:53:54
20170504X33030,F,2017-05-04,,2020-09-25 13:55:40
20170504X65935,B,2017-07-20,,2020-09-25 13:53:04
20170504X72527,B,2017-07-20,,2020-09-25 13:53:04
20170504X01932,B,2017-07-05,,2020-09-25 13:53:54
20170504X14559,B,2018-01-23,broda,2023-04-11 17:33:39
20170505X84435,F,2017-05-09,,2020-09-25 13:55:40
20170505X00640,B,2019-09-24,,2020-09-25 13:53:04
20170505X11128,B,2017-10-31,,2020-09-25 13:53:54
20170505X02720,B,2020-02-11,,2020-09-25 13:52:00
20170505X11104,B,2018-11-13,,2020-09-25 13:54:41
20170505X12905,B,2017-09-06,,2020-09-25 13:52:00
20170420X55710,B,2021-05-06,byre,2021-05-06 18:00:21
20170425X32358,B,2017-07-20,,2020-09-25 13:53:04
20170508X92431,B,2017-07-05,,2020-09-25 13:54:41
20170508X30322,B,2018-11-15,,2020-09-25 13:52:00
20170508X40936,B,2019-12-16,,2020-09-25 13:50:40
20170508X45426,B,2017-08-07,,2020-09-25 13:52:00
20170508X45139,B,2017-07-20,,2020-09-25 13:54:41
20170508X55219,B,2017-07-05,,2020-09-25 13:53:04
20170508X73106,B,2019-03-18,,2020-09-25 13:53:04
20170508X83309,B,2017-11-14,,2020-09-25 13:53:04
20170508X85232,B,2018-03-09,,2020-09-25 13:53:04
20170508X05228,B,2018-11-15,,2020-09-25 13:50:40
20170505X12002,B,2017-10-31,,2020-09-25 13:53:04
20170508X32759,B,2017-07-20,,2020-09-25 13:53:04
20170509X73859,B,2017-12-15,,2020-09-25 13:53:54
20170509X93749,B,2017-10-31,,2020-09-25 13:53:04
20170510X84828,F,2020-04-15,,2020-09-25 13:55:40
20170510X04511,B,2019-11-06,,2020-09-25 13:53:54
20170509X31153,B,2017-07-20,,2020-09-25 13:54:41
20170510X11422,B,2021-05-20,byre,2021-05-20 18:00:12
20170510X50406,F,2020-04-15,,2020-09-25 13:55:40
20170510X54257,B,2017-07-05,,2020-09-25 13:53:04
20170510X92056,B,2017-09-22,,2020-09-25 13:53:04
20170511X91300,F,2017-05-26,,2020-09-25 13:55:40
20170511X00117,F,2017-06-02,,2020-09-25 13:55:40
20170511X84152,B,2017-10-31,,2020-09-25 13:53:04
20170511X55330,B,2018-11-06,,2020-09-25 13:52:00
20170511X83124,B,2018-11-06,,2020-09-25 13:50:40
20170511X32627,B,2018-11-06,,2020-09-25 13:52:00
20170511X93532,B,2017-08-03,,2020-09-25 13:53:54
20170512X01905,B,2021-02-02,held,2021-02-02 19:07:12
20170512X42326,B,2019-02-26,,2020-09-25 13:54:41
20170512X51241,B,2018-01-25,,2020-09-25 13:50:40
20170514X10933,B,2019-06-05,,2020-09-25 13:50:40
20170514X13152,B,2018-11-05,,2020-09-25 13:50:40
20170512X00957,B,2017-12-15,,2020-09-25 13:53:04
20170512X55733,B,2017-07-20,,2020-09-25 13:53:54
20170514X10152,B,2017-07-05,,2020-09-25 13:53:54
20170515X85316,F,2020-04-15,,2020-09-25 13:55:40
20170514X12152,B,2018-06-05,,2020-09-25 13:50:40
20170511X84153,B,2017-10-31,gibs-i,2023-06-28 14:33:18
20170515X80533,B,2019-03-26,broda,2021-06-15 16:41:47
20170515X72152,B,2017-11-14,,2020-09-25 13:52:00
20170516X85801,B,2021-05-05,broda,2021-05-05 18:00:21
20170515X95044,B,2017-12-15,,2020-09-25 13:53:04
20170516X90152,B,2018-11-06,,2020-09-25 13:52:00
20170516X20422,B,2017-07-20,,2020-09-25 13:53:54
20170511X64152,B,2017-07-20,,2020-09-25 13:54:41
20170502X05630,B,2017-10-31,,2020-09-25 13:53:54
20170514X01152,B,2017-12-15,,2020-09-25 13:54:41
20170517X95558,B,2018-10-01,,2020-09-25 13:53:54
20170515X44153,B,2017-06-20,,2020-09-25 13:53:54
20170517X04530,B,2019-04-04,,2020-09-25 13:53:54
20170517X14413,F,2017-05-24,,2020-09-25 13:55:40
20170517X35934,B,2017-10-31,,2020-09-25 13:53:04
20170516X63024,B,2017-12-15,,2020-09-25 13:53:04
20170517X72827,B,2017-07-20,,2020-09-25 13:54:41
20170514X11153,B,2017-07-26,,2020-09-25 13:50:40
20170518X04235,B,2017-07-20,,2020-09-25 13:53:04
20170518X24932,F,2017-07-19,,2020-09-25 13:55:40
20170518X61152,B,2017-09-06,,2020-09-25 13:50:40
20170519X84623,F,2017-07-31,,2020-09-25 13:55:40
20170519X01048,F,2018-03-21,,2020-09-25 13:55:40
20170519X22510,F,2017-05-25,,2020-09-25 13:55:40
20170519X51734,B,2020-04-13,,2020-09-25 13:52:00
20170522X84901,F,2017-05-24,,2020-09-25 13:55:40
20170521X20242,B,2018-07-05,,2020-09-25 13:52:00
20170520X15151,B,2017-10-31,,2020-09-25 13:53:04
20170520X20724,B,2017-08-03,,2020-09-25 13:53:04
20170522X85043,B,2018-01-23,,2020-09-25 13:53:54
20170522X91053,B,2020-04-20,dobn,2025-05-29 13:15:24
20170522X84520,B,2017-08-03,,2020-09-25 13:53:04
20170522X90111,B,2017-11-14,,2020-09-25 13:53:54
20170522X90637,B,2017-12-15,,2020-09-25 13:53:54
20170522X83513,B,2017-07-05,,2020-09-25 13:53:04
20170522X73152,B,2017-08-03,,2020-09-25 13:53:54
20170523X83047,F,2017-06-05,,2020-09-25 13:55:40
20170518X92153,B,2017-12-15,,2020-09-25 13:53:54
20170523X12020,B,2020-09-22,,2020-09-25 13:53:04
20170523X15143,B,2021-02-24,sedj,2021-02-24 19:00:07
20170520X21952,B,2021-12-14,coln,2021-12-14 19:00:04
20170522X80616,B,2017-08-03,,2020-09-25 13:53:04
20170523X33745,B,2017-08-03,,2020-09-25 13:53:04
20170523X12314,B,2017-11-14,,2020-09-25 13:54:41
20170523X54233,B,2019-11-06,,2020-09-25 13:50:40
20170524X50728,B,2019-07-23,,2020-09-25 13:53:54
20170501X13028,B,2017-08-03,,2020-09-25 13:53:04
20170524X63941,F,2017-05-30,,2020-09-25 13:55:40
20170524X52650,B,2018-01-23,,2020-09-25 13:54:41
20170524X33247,B,2018-10-10,,2020-09-25 13:52:00
20170524X02223,B,2017-08-03,,2020-09-25 13:53:54
20170524X92524,B,2018-11-06,,2020-09-25 13:53:04
20170525X33813,B,2019-10-10,,2020-09-25 13:54:41
20170525X34145,B,2020-12-03,hopj,2020-12-03 19:00:15
20170524X92701,B,2017-07-20,,2020-09-25 13:54:41
20170522X85729,F,2017-05-26,,2020-09-25 13:55:40
20170526X72155,F,2017-05-26,,2020-09-25 13:55:40
20170526X62447,B,2019-03-18,,2020-09-25 13:50:40
20170526X21127,B,2019-02-26,,2020-09-25 13:52:00
20170527X93038,B,2019-11-06,,2020-09-25 13:52:00
20170528X22231,B,2018-02-12,,2020-09-25 13:50:40
20170526X85857,B,2018-01-25,,2020-09-25 13:50:40
20170526X85142,B,2017-08-03,,2020-09-25 13:53:54
20170530X85846,B,2017-09-06,,2020-09-25 13:50:40
20170530X95746,F,2017-06-05,,2020-09-25 13:55:40
20170522X83848,B,2018-01-23,,2020-09-25 13:53:54
20170530X84515,B,2017-08-03,,2020-09-25 13:53:54
20170530X11319,F,2017-05-30,,2020-09-25 13:55:40
20170530X03313,B,2017-07-20,,2020-09-25 13:53:54
20170527X13544,B,2018-07-05,,2020-09-25 13:52:00
20170526X64811,B,2018-12-19,,2020-09-25 13:50:40
20170530X35230,B,2018-06-05,broda,2022-05-13 15:39:51
20170530X94052,B,2019-06-25,,2020-09-25 13:53:04
20170530X51257,F,2020-03-26,,2020-09-25 13:55:40
20170530X54633,F,2018-01-26,,2020-09-25 13:55:40
20170531X31309,B,2017-08-03,,2020-09-25 13:53:54
20170531X41604,F,2017-06-06,,2020-09-25 13:55:40
20170531X93750,B,2017-09-06,,2020-09-25 13:52:00
20170531X43028,B,2020-08-03,,2020-09-25 13:52:00
20170531X43645,F,2017-06-08,,2020-09-25 13:55:40
20170528X80339,B,2018-01-23,,2020-09-25 13:53:54
20170531X55038,B,2018-11-15,,2020-09-25 13:52:00
20170531X60427,B,2017-07-20,,2020-09-25 13:53:04
20170601X11435,B,2019-04-08,,2020-09-25 13:52:00
20170601X12541,F,2017-06-01,,2020-09-25 13:55:40
20170601X14628,B,2019-03-18,,2020-09-25 13:50:40
20170531X12547,B,2017-08-03,,2020-09-25 13:54:41
20170601X41223,B,2019-03-18,broda,2024-11-05 12:52:14
20170601X43457,B,2017-08-03,,2020-09-25 13:53:54
20170601X72202,B,2019-05-29,,2020-09-25 13:52:00
20170531X55341,B,2017-07-20,,2020-09-25 13:54:41
20170602X60318,F,2020-03-26,,2020-09-25 13:55:40
20170602X34531,B,2017-08-03,,2020-09-25 13:53:04
20170603X52449,B,2018-01-23,,2020-09-25 13:53:54
20170603X13128,B,2018-04-17,,2020-09-25 13:50:40
20170604X12618,B,2019-03-18,,2020-09-25 13:52:00
20170603X00247,B,2019-05-29,,2020-09-25 13:52:00
20170603X13728,B,2017-08-22,,2020-09-25 13:54:41
20170604X50503,B,2021-05-05,hopj,2021-05-05 18:00:23
20170604X14207,B,2017-08-03,,2020-09-25 13:53:54
20170604X10441,B,2019-04-08,,2020-09-25 13:50:40
20170605X85904,B,2018-11-15,,2020-09-25 13:50:40
20170605X11754,F,2017-09-21,,2020-09-25 13:55:40
20170604X43047,B,2017-11-14,,2020-09-25 13:53:54
20170603X43730,B,2017-08-22,,2020-09-25 13:53:54
20170605X34438,B,2018-11-15,,2020-09-25 13:52:00
20170603X01738,B,2017-09-07,,2020-09-25 13:53:54
20170604X43305,B,2019-11-19,,2020-09-25 13:52:00
20170605X33455,B,2017-11-14,,2020-09-25 13:53:54
20170605X01945,B,2017-09-07,,2020-09-25 13:53:54
20170605X50725,F,2017-06-15,,2020-09-25 13:55:40
20170605X70156,F,2017-06-07,,2020-09-25 13:55:40
20170605X02133,B,2017-08-03,,2020-09-25 13:53:54
20170606X10749,B,2018-11-06,,2020-09-25 13:50:40
20170606X70158,F,2020-04-15,,2020-09-25 13:55:40
20170606X83526,F,2017-06-07,,2020-09-25 13:55:40
20170530X94418,B,2017-08-03,,2020-09-25 13:53:04
20170601X53523,B,2018-01-11,,2020-09-25 13:53:54
20170604X22152,B,2017-08-22,,2020-09-25 13:54:41
20170606X02315,B,2018-01-23,,2020-09-25 13:53:54
20170607X61756,F,2017-06-22,,2020-09-25 13:55:40
20170607X64827,B,2020-12-03,hopj,2020-12-03 19:00:18
20170607X22245,B,2020-09-15,,2020-09-25 13:53:04
20170608X90705,B,2018-06-26,,2020-09-25 13:52:00
20170608X04444,F,2017-06-19,,2020-09-25 13:55:40
20170608X95731,F,2017-06-19,,2020-09-25 13:55:40
20170606X81733,B,2020-04-13,,2020-09-25 13:50:40
20170608X45500,F,2018-01-26,,2020-09-25 13:55:40
20170604X43302,B,2021-02-02,hopj,2021-02-02 19:07:13
20170608X54125,B,2017-08-03,,2020-09-25 13:53:04
20170608X63157,B,2018-06-05,,2020-09-25 13:52:00
20170608X71603,B,2017-08-03,,2020-09-25 13:50:40
20170609X92156,F,2019-02-14,,2020-09-25 13:55:40
20170609X93746,F,2020-04-15,,2020-09-25 13:55:40
20170609X94504,F,2018-01-26,,2020-09-25 13:55:40
20170609X40127,B,2018-04-09,,2020-09-25 13:50:40
20170609X60849,F,2017-06-15,,2020-09-25 13:55:40
20170609X10358,B,2018-11-15,,2020-09-25 13:50:40
20170611X03618,B,2018-11-06,,2020-09-25 13:52:00
20170611X43158,B,2019-04-04,,2020-09-25 13:53:54
20170610X23258,B,2021-06-10,coln,2021-06-10 18:00:06
20170612X01030,F,2017-06-15,,2020-09-25 13:55:40
20170612X10422,B,2019-05-03,,2020-09-25 13:52:00
20170603X23400,B,2017-11-14,,2020-09-25 13:53:04
20170612X21535,F,2017-06-13,,2020-09-25 13:55:40
20170612X22954,F,2017-06-12,,2020-09-25 13:55:40
20170612X05005,B,2019-06-25,,2020-09-25 13:53:54
20170612X33014,B,2018-09-10,,2020-09-25 13:53:04
20170612X33614,B,2018-01-23,,2020-09-25 13:53:54
20170612X60506,B,2018-07-05,,2020-09-25 13:53:54
20170612X90227,B,2018-01-23,,2020-09-25 13:53:54
20170609X84204,B,2017-08-22,,2020-09-25 13:53:04
20170613X15309,B,2017-08-03,,2020-09-25 13:53:04
20170609X91950,B,2020-04-13,,2020-09-25 13:53:54
20170613X90729,B,2019-11-06,,2020-09-25 13:53:54
20170609X82316,B,2017-11-14,,2020-09-25 13:53:54
20170607X71901,B,2018-06-05,,2020-09-25 13:54:41
20170613X51406,B,2017-09-07,,2020-09-25 13:53:54
20170609X02654,B,2018-11-06,,2020-09-25 13:54:41
20170614X22908,B,2019-03-18,,2020-09-25 13:52:00
